title,year,metascore,domestic_gross
Never Let Me Go,(2010),69,"2,434,652"
The Homesman,(2014),68,"2,428,883"
The Grace Card,(2010),43,"2,428,241"
You Kill Me,(2007),64,"2,426,851"
Tulip Fever,(2017),38,"2,425,664"
The Rider,(2017),92,"2,419,031"
The Disappointments Room,(2016),31,"2,411,580"
BloodRayne,(2005),18,"2,405,420"
Sidewalks of New York,(2001),49,"2,402,459"
Hearts Beat Loud,(2018),65,"2,386,251"
I'm in Love with a Church Girl,(2013),23,"2,380,405"
The Dancer Upstairs,(2002),64,"2,377,348"
Redbelt,(2008),69,"2,344,847"
No,(I) (2012),81,"2,343,664"
She's the Man,(2006),45,"2,339,735"
Papillon,(I) (2017),51,"2,335,896"
Bucky Larson: Born to Be a Star,(2011),9,"2,331,318"
Trance,(I) (2013),61,"2,319,187"
At Eternity's Gate,(2018),76,"2,294,915"
Waltz with Bashir,(2008),91,"2,283,276"
The Company,(2003),73,"2,281,585"
The Fall,(2006),64,"2,280,348"
Collide,(I) (2016),33,"2,280,004"
The Resurrection of Gavin Stone,(2016),36,"2,277,776"
Adam,(I) (2009),56,"2,277,396"
The East,(2013),68,"2,268,296"
Sleepwalk with Me,(2012),71,"2,263,436"
Love Is Strange,(2014),82,"2,252,580"
My All-American,(2015),34,"2,246,000"
The Objective,(2008),26,"2,245,000"
Rabbit Hole,(2010),76,"2,229,058"
Perfume: The Story of a Murderer,(2006),56,"2,223,293"
Shattered Glass,(2003),73,"2,220,008"
The Christmas Candle,(2013),33,"2,209,479"
The Lovers,(I) (2017),76,"2,194,521"
Oldboy,(2013),49,"2,193,658"
Bamboozled,(2000),50,"2,185,266"
Jem and the Holograms,(2015),42,"2,184,640"
Words and Pictures,(2013),49,"2,166,206"
Nearing Grace,(2005),62,"2,159,038"
Austenland,(2013),42,"2,151,202"
Paterson,(2016),90,"2,141,423"
Brad's Status,(2017),71,"2,133,158"
State Property,(2002),9,"2,099,719"
I'm Not Ashamed,(2016),31,"2,080,932"
The Wackness,(2008),61,"2,077,116"
Raising Victor Vargas,(2002),83,"2,073,984"
Strangers with Candy,(2005),57,"2,068,323"
Auto Focus,(2002),66,"2,062,066"
Brick,(2005),72,"2,060,589"
We Don't Live Here Anymore,(2004),66,"2,037,545"
Novocaine,(2001),45,"2,036,682"
I Love You Phillip Morris,(2009),65,"2,035,566"
Puzzle,(II) (2018),66,"2,032,018"
Good Time,(2017),80,"2,026,499"
A Fantastic Woman,(2017),86,"2,020,988"
The Immigrant,(2013),77,"2,013,456"
Bubba Ho-Tep,(2002),57,"2,003,420"
The Front Runner,(2018),61,"2,000,105"
L!fe Happens,(2011),44,"2,000,000"
Killer Joe,(2011),62,"1,987,762"
Greater,(2016),35,"1,987,603"
Shortbus,(2006),64,"1,985,292"
Demolition,(2015),49,"1,978,592"
Coffee and Cigarettes,(2003),65,"1,971,135"
Margot at the Wedding,(2007),66,"1,959,420"
Assassination Nation,(2018),56,"1,959,204"
The Iceman,(2012),60,"1,939,441"
Old Fashioned,(2014),29,"1,914,090"
A Sound of Thunder,(2005),24,"1,891,821"
Cake,(II) (2014),49,"1,873,547"
Legend,(I) (2015),55,"1,872,994"
The Mighty Macs,(2009),49,"1,864,952"
A Quiet Passion,(2016),77,"1,864,266"
Henry Poole Is Here,(2008),44,"1,836,515"
Crooked Arrows,(2012),42,"1,830,475"
Rudo y Cursi,(2008),67,"1,826,674"
Tusk,(2014),55,"1,821,983"
Kinky Boots,(2005),57,"1,819,454"
Bossa Nova,(2000),57,"1,816,792"
The Wall,(II) (2017),57,"1,803,009"
Stone,(2010),58,"1,796,024"
Son of Rambow,(2007),66,"1,784,769"
The Last Word,(2017),40,"1,782,667"
The Dangerous Lives of Altar Boys,(2002),69,"1,779,284"
Somewhere,(2010),67,"1,768,416"
A Better Life,(2011),64,"1,759,252"
Flipped,(I) (2010),45,"1,752,214"
The Broken Hearts Club: A Romantic Comedy,(2000),51,"1,744,858"
The Debut,(2000),60,"1,743,570"
We Need to Talk About Kevin,(2011),68,"1,738,692"
Take Shelter,(2011),85,"1,729,969"
Billy Lynn's Long Halftime Walk,(2016),53,"1,721,524"
The Vatican Tapes,(2015),38,"1,712,111"
Sweet Land,(2005),75,"1,706,325"
Everything Is Illuminated,(2005),58,"1,705,595"
Menashe,(2017),81,"1,703,036"
Stoker,(2013),58,"1,702,277"
Bad Lieutenant: Port of Call New Orleans,(2009),69,"1,697,956"
Quinceañera,(2006),72,"1,689,999"
State Property: Blood on the Streets,(2005),33,"1,677,733"
The White Countess,(2005),60,"1,666,262"
Factory Girl,(2006),45,"1,661,464"
Capernaum,(2018),75,"1,661,096"
The Comedian,(2016),40,"1,658,706"
The Little Hours,(2017),69,"1,647,175"
Battle for Terra,(2007),54,"1,647,083"
Marci X,(2003),20,"1,646,664"
The Letters,(II) (2014),25,"1,646,574"
I Saw the Light,(2015),47,"1,646,468"
A Private War,(2018),75,"1,633,208"
Gun Shy,(2000),42,"1,631,839"
Camp,(2003),55,"1,628,154"
Keeping Mum,(2005),53,"1,618,957"
The Aftermath,(II) (2019),43,"1,618,497"
Equity,(I) (2016),68,"1,604,101"
A Ghost Story,(2017),84,"1,596,371"
Nicholas Nickleby,(2002),71,"1,587,173"
"New York, I Love You",(2008),49,"1,585,859"
Professor Marston and the Wonder Women,(2017),68,"1,584,759"
Your Sister's Sister,(2011),72,"1,573,712"
Veronica Guerin,(2003),55,"1,571,504"
Hamlet,(2000),70,"1,568,749"
A Late Quartet,(2012),67,"1,561,577"
"Bless Me, Ultima",(2013),65,"1,553,826"
A Boy Called Po,(2016),47,"1,550,000"
Year of the Dog,(I) (2007),70,"1,540,141"
Bully,(2001),45,"1,537,670"
Destroyer,(2018),62,"1,533,324"
Trust the Man,(2005),43,"1,530,535"
Girlfight,(2000),70,"1,523,941"
Jane Got a Gun,(2015),49,"1,512,815"
The Kid,(II) (2019),51,"1,508,593"
Married Life,(2007),65,"1,506,998"
Priceless,(II) (2016),41,"1,499,605"
Evelyn,(2002),55,"1,483,975"
Donnie Darko,(2001),88,"1,480,006"
The Diary of a Teenage Girl,(2015),87,"1,477,002"
The Joneses,(2009),55,"1,474,508"
"Don't Worry, He Won't Get Far on Foot",(2018),67,"1,441,705"
Greenfingers,(2000),46,"1,439,287"
The Man from Elysian Fields,(2001),57,"1,431,625"
The Art of Getting By,(2011),36,"1,429,260"
Infinitely Polar Bear,(2014),64,"1,428,647"
I Hope They Serve Beer in Hell,(2009),26,"1,425,993"
Northfork,(2003),64,"1,420,578"
Piñero,(2001),40,"1,418,314"
99 Homes,(2014),76,"1,410,915"
The Notorious Bettie Page,(2005),64,"1,410,778"
Wonder Wheel,(2017),45,"1,403,237"
El Chicano,(2018),46,"1,394,555"
Little Women,(2018),40,"1,379,357"
Girl Most Likely,(2012),38,"1,378,426"
Joshua,(I) (2002),38,"1,366,000"
Locke,(2013),81,"1,361,423"
Gimme Shelter,(2013),37,"1,359,563"
Genius,(2016),56,"1,358,018"
My Friend Dahmer,(2017),68,"1,355,664"
Snow Flower and the Secret Fan,(2011),42,"1,348,205"
Wadjda,(2012),81,"1,347,578"
A Dirty Shame,(2004),56,"1,339,668"
The Neon Demon,(2016),51,"1,333,124"
The Ultimate Life,(2013),19,"1,326,059"
Thumbsucker,(2005),69,"1,325,073"
The Dinner,(I) (2017),57,"1,322,839"
Another Earth,(2011),66,"1,316,074"
Happy Endings,(2005),57,"1,311,633"
Saints and Soldiers,(2003),56,"1,310,470"
Off the Map,(2003),68,"1,310,368"
The Good German,(2006),49,"1,308,696"
Funny Games,(2007),44,"1,294,640"
Iris,(I) (2001),76,"1,292,119"
The Kings of Summer,(2013),61,"1,290,312"
Cecil B. DeMented,(2000),57,"1,284,646"
Time Changer,(2002),26,"1,284,142"
Paper Heart,(2009),54,"1,269,361"
Roger Dodger,(2002),75,"1,266,828"
The Seagull,(I) (2018),58,"1,252,960"
London Town,(I) (2016),46,"1,250,000"
MVP: Most Valuable Primate,(2000),43,"1,246,237"
Turn It Up,(2000),18,"1,244,676"
"For a Good Time, Call...",(2012),55,"1,243,961"
Slow Burn,(2005),34,"1,237,615"
Elephant,(2003),70,"1,227,000"
High Life,(2018),77,"1,225,852"
Mandy,(2018),81,"1,214,525"
Child 44,(2015),41,"1,206,135"
Equilibrium,(2002),33,"1,203,974"
As Good as Dead,(2010),34,"1,200,000"
Kill the Irishman,(2011),50,"1,187,711"
Me and Orson Welles,(2008),73,"1,186,957"
Saving Face,(2004),65,"1,186,323"
Dylan Dog: Dead of Night,(2010),31,"1,183,354"
Bee Season,(2005),54,"1,180,560"
Persecuted,(I) (2014),11,"1,175,045"
Find Me Guilty,(2006),65,"1,173,673"
Black Sea,(2014),62,"1,171,559"
The Remaining,(I) (2014),38,"1,169,603"
The Lords of Salem,(2012),57,"1,163,508"
The Final Season,(2007),43,"1,158,779"
Heights,(2005),59,"1,158,405"
Infamous,(2006),68,"1,150,403"
Lazer Team,(2015),42,"1,149,878"
L.I.E.,(2001),73,"1,141,829"
Hector and the Search for Happiness,(2014),29,"1,121,961"
Papa Hemingway in Cuba,(2015),37,"1,115,516"
Groove,(2000),54,"1,114,943"
Sordid Lives,(2000),47,"1,111,273"
Mother and Child,(2009),64,"1,110,286"
The Rover,(2014),64,"1,109,199"
Macbeth,(2015),71,"1,108,247"
Red State,(2011),50,"1,104,682"
The Overnight,(2015),65,"1,100,000"
Where Hope Grows,(2014),41,"1,098,544"
The Center of the World,(2001),44,"1,096,037"
The Perfect Game,(2009),42,"1,089,445"
The Machinist,(2004),61,"1,082,715"
Woman Thou Art Loosed: On the 7th Day,(2012),29,"1,082,299"
Sugar,(I) (2008),82,"1,081,922"
Undiscovered,(2005),29,"1,069,318"
September Dawn,(2007),25,"1,066,555"
There Be Dragons,(2011),33,"1,065,439"
What Maisie Knew,(2012),74,"1,065,000"
The Oogieloves in the Big Balloon Adventure,(2012),32,"1,064,277"
50 to 1,(2014),37,"1,063,723"
Thanks for Sharing,(2012),54,"1,059,239"
Wonderland,(2003),43,"1,056,102"
Joyeux Noel,(2005),70,"1,054,361"
Chuck & Buck,(2000),76,"1,050,600"
La Mission,(2009),47,"1,040,000"
What's Cooking?,(2000),57,"1,039,374"
Before the Rains,(2007),47,"1,036,061"
Wonderstruck,(2017),71,"1,033,632"
Certain Women,(2016),82,"1,032,942"
Urbania,(2000),73,"1,032,075"
Elvis & Nixon,(2016),59,"1,031,598"
Kill Your Darlings,(2013),65,"1,029,949"
A Home at the End of the World,(2004),59,"1,029,872"
Wildlife,(2018),80,"1,028,993"
Buried,(2010),65,"1,028,658"
The Business of Strangers,(2001),67,"1,028,337"
The Children of Huang Shi,(2008),49,"1,027,749"
Attack the Block,(2011),75,"1,024,175"
"The Bread, My Sweet",(2001),54,"1,021,479"
Third Person,(2013),38,"1,019,038"
Skinwalkers,(2006),33,"1,018,965"
Silver City,(2004),47,"1,017,376"
Columbus,(2017),89,"1,017,107"
The Hollars,(2016),53,"1,016,872"
Two Family House,(2000),79,"1,015,055"
5 Flights Up,(2014),55,"1,013,061"
Short Term 12,(2013),82,"1,010,414"
The Song,(I) (2014),42,"1,009,620"
Big Stone Gap,(2014),39,"1,009,301"
Thr3e,(2006),34,"1,008,849"
Hard Candy,(2005),58,"1,007,962"
Damsels in Distress,(2011),67,"1,007,535"
All Over the Guy,(2001),46,"1,006,969"
Fast Food Nation,(2006),64,"1,004,059"
The Insult,(2017),72,"1,001,305"
Goya's Ghosts,(2006),52,"1,000,045"
Cowboy Bebop: The Movie,(2001),61,"1,000,045"
Beyond Skyline,(2017),46,"992,181"
Little Italy,(2018),28,"990,230"
Faith of Our Fathers,(2015),20,"986,472"
Meek's Cutoff,(2010),85,"977,600"
Cassandra's Dream,(2007),49,"971,561"
The Beaver,(2011),60,"970,816"
Assassination Tango,(2002),51,"970,185"
The Hunting Party,(2007),54,"969,869"
Rampart,(2011),70,"969,239"
Last Flag Flying,(2017),65,"965,481"
Diary of the Dead,(2007),66,"958,961"
Lucky,(2017),80,"955,925"
Broken English,(2007),61,"955,625"
The Ten Commandments,(2007),25,"952,820"
Timecode,(2000),65,"945,041"
Landline,(I) (2017),66,"940,854"
Dark Horse,(2011),66,"940,430"
Neruda,(2016),82,"938,875"
Management,(2008),50,"933,224"
Breaking and Entering,(2006),56,"928,960"
Chandni Chowk to China,(2009),44,"921,738"
The Red Turtle,(2016),86,"920,057"
Storytelling,(2001),50,"912,442"
The Miseducation of Cameron Post,(2018),69,"904,703"
Cold Souls,(2009),69,"903,148"
American Desi,(2001),50,"902,835"
Starting Out in the Evening,(2007),78,"902,115"
The Brothers Solomon,(2007),32,"900,926"
Looking for Comedy in the Muslim World,(2005),53,"887,416"
Princess Kaiulani,(2009),41,"883,887"
The Yards,(2000),58,"882,710"
Venom,(2005),25,"881,745"
Ta Ra Rum Pum,(2007),49,"872,643"
Control,(2007),78,"871,577"
Goodbye Solo,(2008),89,"871,275"
My Blueberry Nights,(2007),52,"866,778"
Mirrormask,(2005),55,"864,959"
Duma,(2005),82,"860,002"
Wendy and Lucy,(2008),80,"856,942"
Brigham City,(2001),62,"852,206"
An American Rhapsody,(2001),51,"850,023"
Higher Ground,(2011),74,"841,206"
Innocent Voices,(2004),66,"837,000"
Atlas Shrugged: Who Is John Galt?,(2014),9,"830,210"
Latter Days,(2003),45,"819,939"
Sarah Landon and the Paranormal Hour,(2007),30,"817,935"
Sleeping with Other People,(2015),64,"814,775"
The Thing About My Folks,(2005),48,"814,682"
Factotum,(2005),71,"808,221"
Patti Cake$,(2017),67,"800,148"
Darling Companion,(2012),41,"793,352"
Thin Ice,(2011),60,"789,752"
Nymphomaniac: Vol. I,(2013),64,"785,669"
31,(2016),35,"779,820"
Panic,(2000),77,"779,137"
Only God Forgives,(2013),37,"778,565"
Stage Beauty,(2004),64,"776,691"
Heaven,(I) (2002),68,"774,317"
Passion of Mind,(2000),28,"769,009"
Mark Felt: The Man Who Brought Down the White House,(2017),49,"768,946"
The Ten,(2007),50,"766,487"
Personal Velocity,(2002),70,"765,540"
The Salton Sea,(2002),41,"764,554"
Pariah,(I) (2011),79,"758,099"
Inland Empire,(2006),72,"751,138"
Palo Alto,(2013),69,"750,100"
The Great Buck Howard,(2008),63,"748,363"
Ask the Dust,(2006),58,"742,614"
Extremedays,(2001),17,"739,390"
The Shape of Things,(2003),59,"732,241"
Party Monster,(2003),36,"728,253"
Land Ho!,(2014),68,"727,430"
Vox Lux,(2018),67,"727,119"
Middle Men,(2009),60,"723,714"
Focus,(I) (2001),53,"717,820"
On the Road,(2012),56,"717,753"
The Catcher Was a Spy,(2018),49,"712,438"
Rocket Science,(2007),73,"712,391"
The Ballad of Jack and Rose,(2005),59,"712,294"
Boundaries,(I) (2018),50,"703,438"
Little Men,(2016),86,"702,191"
Tangerine,(2015),85,"701,837"
The Assassination of Richard Nixon,(2004),63,"697,759"
Mysterious Skin,(2004),73,"697,181"
Human Nature,(2001),56,"695,876"
The Girlfriend Experience,(2009),66,"695,417"
The Paperboy,(2012),45,"692,640"
The Souvenir,(2019),92,"691,375"
Fanboys,(2009),45,"688,529"
Happy Accidents,(2000),60,"688,510"
The Caveman's Valentine,(2001),44,"687,194"
The Secret of Kells,(2009),81,"686,383"
Mr. Church,(2016),37,"685,143"
C.S.A.: The Confederate States of America,(2004),62,"671,122"
American Honey,(2016),79,"662,786"
Play the Game,(2009),35,"661,209"
The Stoning of Soraya M.,(2008),50,"655,647"
Another Gay Movie,(2006),37,"654,132"
Parkland,(2013),51,"653,651"
Terri,(2011),72,"653,578"
Wilson,(I) (2017),49,"652,997"
Alex Rider: Operation Stormbreaker,(2006),42,"652,526"
Lassie,(2005),84,"652,163"
The Stanford Prison Experiment,(2015),67,"643,557"
Lizzie,(2018),59,"642,157"
Joe Gould's Secret,(2000),74,"641,117"
Journey from the Fall,(2006),70,"638,951"
Blow Dry,(2001),38,"637,769"
Forever Strong,(2008),37,"630,649"
"The Prize Winner of Defiance, Ohio",(2005),58,"626,310"
The Only Living Boy in New York,(2017),33,"624,332"
Texas Rangers,(2001),29,"623,374"
Amreeka,(2009),73,"622,164"
My First Mister,(2001),48,"621,377"
"Kumiko, the Treasure Hunter",(2014),68,"621,127"
Howl,(2010),63,"617,334"
The Celestine Prophecy,(2006),23,"617,236"
The Bronze,(2015),44,"615,654"
Welcome to Me,(2014),69,"608,852"
Not Fade Away,(2012),65,"607,327"
The Exception,(2016),60,"606,989"
Below,(2002),55,"605,562"
Mean Creek,(2004),74,"603,951"
The Signal,(2014),54,"600,896"
The Signal,(2007),63,"597,420"
Blue Like Jazz,(2012),48,"594,904"
The Chaperone,(2018),48,"592,834"
To the Wonder,(2012),58,"586,293"
The Disappearance of Eleanor Rigby: Them,(2014),57,"585,640"
The Opportunists,(2000),71,"581,142"
"War, Inc.",(2008),37,"580,862"
Novitiate,(2017),73,"580,346"
All Good Things,(2010),57,"578,382"
House,(2008),24,"574,940"
The Public,(2018),46,"571,172"
A Tale of Love and Darkness,(2015),55,"569,381"
Down in the Valley,(2005),65,"568,695"
The Future,(2011),67,"568,366"
The Fluffer,(2001),53,"563,373"
Poolhall Junkies,(2002),36,"562,059"
Tommy's Honour,(2016),56,"561,963"
Knight of Cups,(2015),53,"558,402"
Palindromes,(2004),53,"553,368"
American Violet,(2008),56,"552,933"
Ondine,(2009),65,"548,934"
All the Real Girls,(2003),71,"548,712"
The Final Cut,(2004),43,"548,039"
Love & Sex,(2000),44,"546,287"
American Pastoral,(2016),43,"541,457"
Nobel Son,(2007),28,"540,183"
Romance & Cigarettes,(2005),55,"540,085"
"Peace, Love & Misunderstanding",(2011),45,"539,896"
Jack Goes Boating,(2010),64,"538,808"
Machine Gun Preacher,(2011),43,"538,690"
Kids in America,(2005),38,"537,667"
Passionada,(2002),53,"536,906"
The Virginity Hit,(2010),40,"535,249"
Masked and Anonymous,(2003),32,"533,344"
Freeheld,(2015),50,"532,988"
Brigsby Bear,(2017),68,"532,669"
Standing Ovation,(2010),22,"531,806"
By the Sea,(2015),44,"531,009"
Gold Diggers,(2003),6,"527,000"
Being Flynn,(2012),53,"526,322"
The Reluctant Fundamentalist,(2012),54,"519,535"
Tetro,(2009),65,"518,522"
The Grey Zone,(2001),58,"517,872"
A Guide to Recognizing Your Saints,(2006),67,"516,139"
Amy's Orgasm,(2001),36,"513,572"
The Children Act,(2017),62,"513,381"
Big Eden,(2000),59,"512,451"
Delgo,(2008),27,"511,920"
The One I Love,(2014),66,"511,635"
Unsullied,(2014),42,"510,957"
Madison,(2001),43,"508,867"
The Two Faces of January,(2014),66,"506,067"
Manna from Heaven,(2002),45,"505,675"
Wild Nights with Emily,(2018),74,"505,542"
Echelon Conspiracy,(2009),26,"500,154"
Monsters and Men,(2018),68,"500,101"
Whispers: An Elephant's Tale,(2000),30,"500,000"
Tape,(2001),71,"490,475"
Phantom,(I) (2013),40,"489,984"
Bonneville,(2006),46,"488,393"
The Inevitable Defeat of Mister & Pete,(2013),61,"487,348"
Paranoid Park,(2007),83,"486,021"
23 Blast,(2014),45,"485,128"
DOA: Dead or Alive,(2006),38,"480,314"
Nine Lives,(2005),80,"478,645"
Joshua,(2007),69,"478,492"
Casa de los babys,(2003),55,"475,940"
Beer League,(2006),40,"475,000"
Beach Rats,(2017),78,"472,368"
Submarine,(2010),76,"466,702"
Blue Car,(2002),76,"464,126"
The Last Shot,(2004),47,"463,730"
"Men, Women & Children",(2014),38,"461,162"
Last Days,(2005),67,"454,711"
The Legend of Suriyothai,(2001),58,"454,255"
Crossing Over,(2009),38,"454,149"
The Extra Man,(2010),56,"453,079"
The Room,(2003),9,"450,000"
Bachelorette,(2012),53,"447,954"
Brother,(I) (2000),47,"447,750"
Wiener-Dog,(2016),66,"445,392"
Upstream Color,(2013),81,"444,098"
Song to Song,(I) (2017),54,"443,684"
The Hammer,(2007),57,"442,638"
The Beautiful Country,(2004),64,"442,612"
Circumstance,(2011),65,"441,404"
Teen Spirit,(2018),57,"441,366"
Laggies,(2014),63,"440,338"
Don't Come Knocking,(2005),55,"438,732"
Idiocracy,(2006),66,"438,653"
Savage Grace,(2007),51,"434,417"
Tully,(2000),73,"433,264"
The Second Chance,(2006),52,"432,253"
The Affair of the Necklace,(2001),42,"430,313"
Lymelife,(2008),64,"429,307"
When Do We Eat?,(2005),37,"428,432"
The Limits of Control,(2009),41,"425,025"
Primer,(2004),68,"424,760"
Conversations with God,(2006),35,"422,897"
In Secret,(2013),47,"420,266"
The Oh in Ohio,(2006),48,"418,689"
Seraphim Falls,(2006),62,"418,296"
Interview,(I) (2007),64,"416,417"
Cold in July,(2014),73,"414,623"
CQ,(2001),56,"411,034"
Spun,(2002),41,"410,241"
I'm Still Here,(I) (2010),48,"408,719"
Humpday,(2009),74,"406,943"
The Promotion,(2008),51,"406,252"
The Believer,(2001),75,"406,035"
Sound of My Voice,(2011),67,"405,614"
Little Secrets,(2001),52,"405,182"
Snow Angels,(I) (2007),67,"402,820"
The Little Traitor,(2007),47,"401,538"
The Oath,(2018),58,"401,463"
We the Animals,(2018),84,"400,961"
Today's Special,(2009),57,"400,654"
The Mystic Masseur,(2001),64,"398,610"
Brooklyn Rules,(2007),53,"398,420"
Bandido,(2004),31,"398,000"
Yes,(I) (2004),55,"396,035"
Tiny Furniture,(2010),72,"389,804"
Ain't Them Bodies Saints,(2013),74,"387,606"
Little Manhattan,(2005),52,"384,924"
"Scotland, Pa.",(2001),49,"384,098"
Hesher,(2010),45,"382,946"
The Quiet,(2005),29,"381,186"
At Any Price,(2012),61,"379,791"
The Last Sin Eater,(2007),37,"379,643"
Tom of Finland,(2017),56,"378,296"
Rebel in the Rye,(2017),46,"378,294"
Session 9,(2001),58,"378,176"
Piranha 3DD,(2012),24,"376,512"
Smashed,(2012),71,"375,981"
The Game of Their Lives,(2005),47,"375,474"
Oh Lucy!,(2017),69,"375,391"
Joe,(I) (2013),74,"373,375"
Towelhead,(2007),57,"371,446"
Miral,(2010),45,"371,352"
House of D,(2004),33,"371,081"
Shadowboxer,(2005),33,"370,627"
Conversations with Other Women,(2005),62,"369,854"
Highwaymen,(2004),49,"367,027"
The Brown Bunny,(2003),51,"365,734"
Baadasssss!,(2003),75,"365,727"
She Hate Me,(2004),28,"365,134"
The Oranges,(2011),46,"364,875"
I Will Follow,(2010),71,"360,000"
I'll Sleep When I'm Dead,(2003),56,"358,804"
Walking with the Enemy,(2013),44,"357,000"
Lovelace,(2013),51,"356,582"
Branded,(2012),20,"353,468"
Copying Beethoven,(2006),59,"352,786"
Everybody Wants to Be Italian,(2007),26,"350,801"
Aftermath,(VII) (2014),40,"350,000"
Maps to the Stars,(2014),67,"347,648"
Teeth,(I) (2007),57,"347,578"
The Merry Gentleman,(2008),55,"346,286"
Green Street Hooligans,(2005),55,"344,095"
The United States of Leland,(2003),37,"343,816"
Preaching to the Choir,(2005),49,"343,522"
Drinking Buddies,(2013),71,"342,936"
American Adobo,(2001),30,"342,855"
Sleuth,(2007),49,"342,835"
The Dying Gaul,(I) (2005),62,"342,297"
Red Hook Summer,(2012),48,"338,803"
The Singing Detective,(2003),45,"336,456"
Diane,(2018),86,"336,102"
Chinese Puzzle,(2013),64,"335,430"
The Prophet,(2014),61,"335,030"
I Origins,(2014),57,"334,658"
Welcome to Collinwood,(2002),61,"333,976"
The First Grader,(2010),56,"330,533"
Mooz-Lum,(2010),48,"330,048"
Flower,(I) (2017),45,"327,628"
Waking the Dead,(2000),59,"327,418"
Creature,(2011),31,"327,000"
Photograph,(2019),67,"326,548"
Jimi: All Is by My Side,(2013),66,"323,032"
The Guest,(I) (2014),76,"322,600"
Super,(I) (2010),50,"322,157"
Chuck,(2016),68,"320,725"
Winter Solstice,(I) (2004),59,"319,228"
The Safety of Objects,(2001),58,"319,125"
Compliance,(2012),68,"318,622"
Liberal Arts,(2012),55,"317,190"
The Yellow Handkerchief,(2008),62,"317,040"
Wristcutters: A Love Story,(2006),62,"316,996"
Good Kill,(2014),63,"316,842"
Disappearances,(2006),57,"312,642"
The Breadwinner,(2017),78,"312,381"
The Gatekeeper,(2002),48,"309,941"
The Face of Love,(2013),51,"309,427"
Adam & Steve,(2005),48,"309,384"
Dot the I,(2003),39,"306,224"
Pumpkin,(2002),46,"305,690"
Pretty Persuasion,(2005),45,"305,688"
Damsel,(I) (2018),63,"305,136"
Stolen,(2012),43,"304,318"
In the Land of Blood and Honey,(2011),56,"303,877"
The Life Before Her Eyes,(2007),38,"303,439"
Hair Show,(2004),34,"302,990"
Holy Rollers,(2010),51,"302,886"
Chalk,(I) (2006),70,"300,633"
The Informers,(2008),20,"300,000"
Festival in Cannes,(2001),46,"298,971"
Christine,(2016),72,"298,484"
Thirst,(2009),73,"296,441"
Never Again,(2001),30,"295,468"
Innocence,(I) (2013),26,"294,039"
Wet Hot American Summer,(2001),42,"292,102"
Trixie,(2000),26,"285,618"
The Black Prince,(2017),26,"285,000"
Love's Labour's Lost,(2000),35,"284,291"
I Am David,(2003),47,"284,002"
Green Dragon,(2001),49,"281,803"
The King,(2005),58,"281,326"
That Evening Sun,(2009),75,"280,343"
The Battle of Shaker Heights,(2003),33,"279,282"
I Do... Until I Don't,(2017),43,"279,263"
Life During Wartime,(2009),69,"278,821"
The Tempest,(I) (2010),43,"277,943"
Southland Tales,(2006),44,"275,380"
Kings,(2017),34,"274,635"
The Endless,(I) (2017),80,"272,020"
Stockholm,(I) (2018),55,"271,458"
Dirty,(2005),37,"271,078"
Passengers,(2008),40,"270,659"
The Last of Robin Hood,(2013),46,"269,642"
Honeydripper,(2007),68,"267,880"
Waking Up in Reno,(2002),28,"267,109"
The TV Set,(2006),65,"265,198"
Psycho Beach Party,(2000),42,"265,107"
King of California,(2007),63,"263,674"
Life of Crime,(2013),60,"261,695"
What They Had,(2018),69,"260,065"
Wakefield,(2016),62,"259,412"
Under Suspicion,(2000),43,"258,691"
Great Expectations,(2012),60,"258,656"
Passione,(2010),70,"258,222"
Dark Blue World,(2001),56,"258,215"
Blue Ruin,(2013),77,"258,113"
The Music Never Stopped,(2011),60,"258,077"
Her Smell,(2018),69,"255,599"
Old Joy,(2006),84,"255,352"
Our Song,(2000),77,"254,199"
Night Moves,(2013),75,"252,903"
London Fields,(2018),16,"252,676"
Broken Bridges,(2006),32,"252,539"
Who Is Cletis Tout?,(2001),36,"252,227"
Lola Versus,(2012),49,"251,913"
Greendale,(2003),52,"251,862"
Dominion: Prequel to the Exorcist,(2005),55,"251,495"
Haiku Tunnel,(2001),51,"251,058"
Gook,(2017),69,"250,130"
Spread,(2009),43,"249,590"
Dean,(2016),58,"248,849"
Marilyn Hotchkiss' Ballroom Dancing & Charm School,(2005),40,"247,141"
My Dog Tulip,(2009),80,"246,574"
Late Night,(2019),72,"246,305"
Keep the Lights On,(2012),79,"245,138"
Youth Without Youth,(2007),43,"244,397"
Frozen,(I) (2010),43,"243,390"
Civil Brand,(2002),29,"243,347"
George Washington,(2000),82,"241,816"
The Family Fang,(2015),67,"240,067"
Skins,(2002),57,"238,987"
Crown Heights,(2017),64,"238,558"
The Independent,(2000),52,"238,431"
Chaos Theory,(2008),44,"237,958"
Band Aid,(2017),67,"237,535"
One Week,(2000),55,"237,166"
Skate Kitchen,(2018),72,"236,799"
Gerry,(2002),54,"236,266"
The Last Black Man in San Francisco,(2019),84,"235,272"
Circuit,(2001),36,"235,087"
Big Fan,(2009),70,"234,422"
The Foot Fist Way,(2006),63,"233,637"
Kingsglaive: Final Fantasy XV,(2016),35,"233,569"
O Jerusalem,(2006),39,"233,520"
The Invitation,(I) (2015),74,"231,703"
(Untitled),(2009),58,"230,600"
The Love Witch,(2016),82,"228,894"
Imaginary Heroes,(2004),53,"228,524"
Black Dynamite,(2009),65,"228,477"
